Date,Australian dollar (AUD),Botswana pula (BWP),Brazilian real (BRL),Brunei dollar (BND),Canadian dollar (CAD),Chilean peso (CLP),Chinese yuan (CNY),Colombian peso (COP),Danish krone (DKK),Euro (EUR),Indian rupee (INR),Japanese yen (JPY),Korean won (KRW),Kuwaiti dinar (KWD),Malaysian ringgit (MYR),New Zealand dollar (NZD),Norwegian krone (NOK),Omani rial (OMR),Polish zloty (PLN),Qatari riyal (QAR),Saudi Arabian riyal (SAR),Singapore dollar (SGD),South African rand (ZAR),Swedish krona (SEK),Swiss franc (CHF),Thai baht (THB),Trinidadian dollar (TTD),U.A.E. dirham (AED),U.K. pound (GBP),U.S. dollar (USD)
2-Aug-2012,1.0483,0.1282,2.0432,1.2472,1.0062,483.23,6.3392,1787.51,6.0276,1.2346,55.78,78.45,1127.6,0.28185,3.128,0.8089,5.9975,0.3845,3.3462,3.64,3.75,1.2472,8.297,6.7632,0.9797,31.551000000000002,6.38625,3.6725,1.555,1.0
3-Aug-2012,1.0479,0.1296,2.0475,1.2479,0.9986,484.6,6.3421,1790.97,6.0772,1.2245,56.08,78.2,1130.4,0.28185,3.134,0.8093,6.0188,0.3845,3.3548,3.64,3.75,1.2479,8.2415,6.7889,0.9775,31.604,6.3909,3.6725,1.5592,1.0
6-Aug-2012,1.0479,0.1303,2.0313,1.2414,0.9975,480.52,6.3353,1786.06,6.0120000000000005,1.2379,55.47,78.54,1135.6,0.28155,3.1055,0.8183,5.9734,0.3845,3.2752,3.64,3.75,1.2414,8.17095,6.7518,0.9718,31.502,6.3999,3.6725,1.5551,1.0
7-Aug-2012,1.058,0.1308,2.0279,1.2411,0.9964,478.62,6.3332,1785.29,5.9856,1.2436,55.5,78.26,1126.5,0.28155,3.105,0.8201,5.9163,0.3845,3.2606,3.64,3.75,1.2411,8.1336,6.6979999999999995,0.9679,31.471999999999998,6.3862,3.6725,1.5655,1.0
8-Aug-2012,1.0551,0.13,2.0281,1.2433,0.9947,477.04,6.3378,1785.29,6.0342,1.2336,55.15,78.55,1127.3,0.28155,3.1005,0.8152,5.9209,0.3845,3.304,3.64,3.75,1.2433,8.2221,6.7352,0.972,31.513,6.4144,3.6725,1.5651,1.0
9-Aug-2012,1.0593,0.1308,2.0273,1.245,0.9924,477.07,6.3387,1788.03,6.0502,1.2301,55.17,78.44,1128.0,0.28155,3.0975,0.8126,5.9308,0.3845,3.2915,3.64,3.75,1.245,8.180525,6.6917,0.9754,31.473000000000003,6.4078,3.6725,1.5641,1.0
10-Aug-2012,1.0519,0.1305,2.0182,1.2467,0.9916,474.72,6.3447,1788.08,6.0697,1.2262,55.34,78.6,1126.2,0.28155,3.1119,0.8114,5.9289,0.3845,3.3195,3.64,3.75,1.2467,8.13895,6.7248,0.9784,31.489,6.4273,3.6725,1.5609,1.0
13-Aug-2012,1.055,0.1308,2.0175,1.2448,0.9933,477.95,6.3456,1791.61,6.0322,1.2339,55.42,78.26,1128.1,0.28195,3.1185,0.812,5.9215,0.3845,3.3202,3.64,3.75,1.2448,8.1123,6.6791,0.9744,31.47,6.379,3.6725,1.5705,1.0
14-Aug-2012,1.0516,0.1305,2.0266,1.2455,0.9914,482.02,6.3443,1792.86,6.0261,1.2352,55.64,78.43,1131.2,0.2818,3.123,0.8098,5.9108,0.3845,3.3059,3.64,3.75,1.2455,8.1261,6.6591,0.9721,31.451,6.38735,3.6725,1.5697,1.0
15-Aug-2012,1.0476,0.13,2.0258,1.2487,0.9891,481.905,6.3482,1800.81,6.0635,1.2276,55.815,78.8,1130.25,0.282,3.127,0.8049,5.9429,0.3845,3.3156,3.64,3.75,1.2487,8.2015,6.7045,0.9779,31.514,6.3957,3.6725,1.5682,1.0
16-Aug-2012,1.0483,0.1298,2.0234,1.2514,0.9881,481.79,6.3495,1817.18,6.0627,1.2279,55.99,79.1,1129.3,0.2824,3.134,0.8069,5.9752,0.3845,3.3253,3.64,3.75,1.2514,8.2396,6.7074,0.9781,31.545,6.4067,3.6725,1.5694,1.0
17-Aug-2012,1.0472,0.129,2.0214,1.2523,0.9885,483.67,6.3449,1825.52,6.0354,1.2337,55.7,79.36,1133.1,0.28217499999999995,3.1335,0.8114,5.9411,0.3845,3.2886,3.64,3.75,1.2523,8.33285,6.7178,0.9717,31.524,6.3803,3.6725,1.5697,1.0
20-Aug-2012,1.0446,0.1289,2.0182,1.25175,0.9890000000000001,484.17,6.3478,1822.59,6.0533,1.23,55.620000000000005,79.57,1130.33,0.28217499999999995,3.129,0.8066,5.9455,0.3845,3.2944,3.64,3.75,1.25175,8.30965,6.6731,0.9745,31.509,6.3819,3.6725,1.5693,1.0
21-Aug-2012,1.0481,0.1299,2.0209,1.2512,0.9864,485.52,6.3418,1822.59,5.9916,1.2428,55.54,79.38,1135.5,0.28217499999999995,3.129,0.8098,5.8927,0.3845,3.279,3.64,3.75,1.2512,8.2485,6.6498,0.9670000000000001,31.478,6.3819,3.6725,1.5757,1.0
22-Aug-2012,1.0437,0.1291,2.0173,1.2518,0.9929,482.41,6.3348,1815.8,5.9836,1.2448,55.51,79.23,1132.5,0.28195,3.1245,0.8101,5.9062,0.3845,3.2639,3.64,3.75,1.2518,8.3153,6.6687,0.9635,31.42,6.3835,3.6725,1.5788,1.0
23-Aug-2012,1.0516,0.1296,2.021,1.2443,0.9928,482.11,6.3316,1812.88,5.9338,1.2552,55.19,78.55,1133.5,0.2817,3.1015,0.8142,5.8485,0.3845,3.2488,3.64,3.75,1.2443,8.27375,6.6345,0.9568,31.261999999999997,6.394,3.6725,1.5877,1.0
24-Aug-2012,1.0438,0.1286,2.0241,1.2485,0.992,479.63,6.3305,1808.33,5.9548,1.2507,55.38,78.55,1130.8,0.2817,3.0975,0.8124,5.8383,0.3845,3.2680000000000002,3.64,3.75,1.2485,8.3825,6.6077,0.9591,31.226999999999997,6.4039,3.6725,1.5843,1.0
27-Aug-2012,1.0384,0.1287,2.0255,1.2515,0.9892,481.33,6.3392,1814.83,5.9444,1.253,55.59,78.8,1133.7,0.2819,3.109,0.8111,5.822,0.3845,3.2569999999999997,3.64,3.75,1.2515,8.38875,6.6123,0.9587,31.244,6.3846,3.6725,1.58,1.0
28-Aug-2012,1.0374,0.1285,2.0293,1.255,0.9864,481.12,6.3411,1821.44,5.9364,1.2548,55.78,78.55,1135.6,0.282,3.1225,0.8085,5.8097,0.3845,3.2685,3.64,3.75,1.255,8.4191,6.5816,0.9575,31.335,6.4112,3.6725,1.5786,1.0
29-Aug-2012,1.0373,0.1288,2.0433,1.2537,0.9875,480.65,6.3391,1828.99,5.9388,1.2545,55.67,78.6,1137.2,0.28185,3.1210000000000004,0.8043,5.829,0.3845,3.3081,3.64,3.75,1.2537,8.40405,6.6478,0.9565,31.320999999999998,6.4041,3.6725,1.5822,1.0
30-Aug-2012,1.0337,0.1283,2.0509,1.2539,0.9926,480.59,6.3435,1833.14,5.9391,1.2544,55.65,78.63,1134.0,0.28195,3.1315,0.8013,5.8016,0.3845,3.3397,3.64,3.75,1.2539,8.44795,6.6707,0.9577,31.396,6.3895,3.6725,1.5844,1.0
31-Aug-2012,1.0301,0.1287,2.0513,1.2523,0.9863,481.17,6.3449,1830.5,5.9086,1.2611,55.72,78.45,1134.6,0.28195,3.117,0.7984,5.7827,0.3845,3.3353,3.64,3.75,1.2523,8.4118,6.6753,0.9540000000000001,31.37,6.3919999999999995,3.6725,1.5839,1.0
4-Sep-2012,1.0276,0.1289,2.0335,1.2444,0.9863,481.11,6.3402,1825.21,5.9234,1.2579,55.54,78.35,1131.8,0.28175,3.1025,0.7984,5.7946,0.3845,3.3281,3.64,3.75,1.2444,8.375,6.6733,0.9543,31.182,6.3945,3.6725,1.5874,1.0
5-Sep-2012,1.0205,0.129,2.0392,1.2479,0.9902,480.93,6.346,1824.81,5.9238,1.2578,55.9,78.51,1131.8,0.28205,3.1115,0.7942,5.8093,0.3845,3.3693,3.64,3.75,1.2479,8.38935,6.7415,0.9576,31.258000000000003,6.4231,3.6725,1.59,1.0
6-Sep-2012,1.0226,0.129,2.0385,1.2464,0.9825,481.07,6.3439,1814.06,5.896,1.2638,55.97,78.46,1135.0,0.2819,3.117,0.7951,5.8336,0.3845,3.2955,3.64,3.75,1.2464,8.36045,6.7539,0.9544,31.237,6.4094,3.6725,1.5909,1.0
7-Sep-2012,1.0321,0.1308,2.0381,1.2427,0.9778,477.49,6.3412,1804.09,5.865,1.2706,55.52,78.89,1134.6,0.28175,3.1115,0.8008,5.8028,0.3845,3.2578,3.64,3.75,1.2427,8.22135,6.7369,0.9573,31.228,6.4094,3.6725,1.5925,1.0
10-Sep-2012,1.0351,0.131,2.0381,1.2356,0.9762,474.98,6.3375,1797.35,5.8329,1.2776,55.339,78.23,1130.5,0.2816,3.1035,0.8109999999999999,5.7843,0.3845,3.2189,3.64,3.75,1.2356,8.1861,6.619,0.9454,31.076,6.4003,3.6725,1.5995,1.0
11-Sep-2012,1.0334,0.1311,2.0241,1.2343,0.9724,475.24,6.3391,1802.23,5.827999999999999,1.2787,55.5223,78.22,1128.6,0.2816,3.1,0.8095,5.7785,0.3845,3.2098,3.64,3.75,1.2343,8.19375,6.6339,0.9431,31.099,6.4126,3.6725,1.6037,1.0
12-Sep-2012,1.047,0.1304,2.0197,1.229,0.9757,474.74,6.3355,1795.4,5.7802,1.2896,55.2605,77.88,1129.3,0.28115,3.0745,0.8169,5.7436,0.3845,3.168,3.64,3.75,1.229,8.3166,6.604,0.9358,30.983,6.412000000000001,3.6725,1.6114,1.0
13-Sep-2012,1.0471,0.1296,2.0204,1.2277,0.9753,473.54,6.3338,1802.22,5.7735,1.291,55.443000000000005,77.76,1126.2,0.28085,3.082,0.8209,5.7467,0.3845,3.1852,3.64,3.75,1.2277,8.39335,6.5854,0.9385,31.008000000000003,6.4084,3.6725,1.6104,1.0
14-Sep-2012,1.0579,0.131,2.0254,1.2219,0.971,472.86,6.3317,1799.57,5.6934,1.3095,54.727,77.64,1127.8,0.28085,3.048,0.8314,5.6728,0.3845,3.1131,3.64,3.75,1.2219,8.24175,6.5616,0.9299,30.82,6.4226,3.6725,1.6236,1.0
17-Sep-2012,1.0534,0.1314,2.0139,1.2225,0.9723,471.255,6.3295,1789.54,5.6971,1.3086,53.974,78.12,1120.4,0.2802,3.053,0.8292,5.7103,0.3845,3.1207,3.64,3.75,1.2225,8.27765,6.582999999999999,0.9272,30.796999999999997,6.3911,3.6725,1.6235,1.0
18-Sep-2012,1.0452,0.1312,2.0312,1.2245,0.9742,471.255,6.3353,1799.77,5.7101,1.3054,54.257,78.6,1115.0,0.2803,3.0580000000000003,0.8268,5.7189,0.3845,3.1509,3.64,3.75,1.2245,8.24255,6.5925,0.9276,30.877,6.4009,3.6725,1.6256,1.0
19-Sep-2012,1.047,0.1311,2.0274,1.2249,0.9745,471.255,6.3392,1800.19,5.7333,1.3002,54.29725,79.15,1117.7,0.2805,3.0635,0.8274,5.7157,0.3845,3.1631,3.64,3.75,1.2249,8.2384,6.5514,0.9293,30.813000000000002,6.388,3.6725,1.6207,1.0
20-Sep-2012,1.0389,0.1299,2.0236,1.225,0.9774,469.65,6.337999999999999,1795.66,5.7549,1.2954,54.3375,78.1,1117.1,0.2806,3.0625,0.8297,5.7372,0.3845,3.2092,3.64,3.75,1.225,8.33485,6.5594,0.9334,30.868000000000002,6.4108,3.6725,1.6191,1.0
21-Sep-2012,1.0469,0.1312,2.0263,1.224,0.97875,471.58,6.3426,1798.98,5.7398,1.2988,53.9055,78.34,1118.2,0.280675,3.0616,0.8292,5.7141,0.3845,3.1712,3.64,3.75,1.224,8.25745,6.5445,0.9302,30.85,6.4088,3.6725,1.6274,1.0
24-Sep-2012,1.0422,0.1304,2.024,1.2262,0.9801,472.01,6.3411,1796.75,5.7729,1.2916,53.293,78.06,1119.0,0.28075,3.0665,0.8283,5.757999999999999,0.3845,3.218,3.64,3.75,1.2262,8.2157,6.5662,0.9369,30.925,6.3908,3.6725,1.6201,1.0
25-Sep-2012,1.0422,0.1314,2.0273,1.2268,0.977,475.82,6.343,1796.75,5.7659,1.2932,53.534,77.85,1119.8,0.28075,3.0669999999999997,0.8225,5.7222,0.3845,3.2136,3.64,3.75,1.2268,8.17395,6.5851,0.9364,30.929000000000002,6.4007,3.6725,1.6217,1.0
26-Sep-2012,1.0353,0.1308,2.0251,1.2298,0.9842,471.19,6.3443,1796.75,5.8047,1.2845,53.5785,77.74,1118.6,0.281,3.0795,0.8202,5.7633,0.3845,3.2187,3.64,3.75,1.2298,8.2421,6.5909,0.9397,30.984,6.4106,3.6725,1.6191,1.0
27-Sep-2012,1.0419,0.1313,2.0341,1.2293,0.9814,471.88,6.3459,1796.75,5.7915,1.2874,53.255,77.67,1120.7,0.28600000000000003,3.077,0.8246,5.7325,0.3845,3.2236,3.64,3.75,1.2293,8.1997,6.5907,0.9393,30.984,6.422000000000001,3.6725,1.6198,1.0
28-Sep-2012,1.0464,0.1306,2.0311,1.2254,0.9837,470.48,6.341,1796.75,5.766,1.2930000000000001,52.696999999999996,77.57,1118.6,0.28600000000000003,3.0660000000000003,0.8306,5.6995,0.3845,3.178,3.64,3.75,1.2254,8.30515,6.5284,0.9355,30.824,6.422999999999999,3.6725,1.6191,1.0
1-Oct-2012,1.03845,0.1298,2.0306,1.2307,0.9827,473.77,6.34255,1800.52,5.7897,1.2877,52.7845,77.93,1118.6,0.28125,3.0705,0.8286,5.7296,0.3845,3.1809,3.64,3.75,1.2307,8.3406,6.5702,0.9376,30.834,6.4183,3.6725,1.6145,1.0
2-Oct-2012,1.0305,0.1298,2.026,1.2275,0.9829,473.08,6.34255,1797.97,5.766,1.2930000000000001,52.5595,78.05,1112.9,0.281,3.0515,0.828,5.7022,0.3845,3.1833,3.64,3.75,1.2275,8.35695,6.5909,0.9368,30.736,6.3897,3.6725,1.6147,1.0
3-Oct-2012,1.0213,0.129,2.0266,1.2331,0.987,472.77,6.34255,1798.86,5.7785,1.2904,52.3345,78.22,1112.9,0.281,3.0635,0.8265,5.7436,0.3845,3.1896,3.64,3.75,1.2331,8.42875,6.6586,0.9374,30.71,6.3956,3.6725,1.6112,1.0
4-Oct-2012,1.0222,0.1285,2.0266,1.2309,0.9822,473.41,6.34255,1800.43,5.7568,1.2951,51.9755,78.6,1112.7,0.281,3.0585,0.8192,5.7359,0.3845,3.1646,3.64,3.75,1.2309,8.5216,6.6633,0.9359,30.616999999999997,6.3986,3.6725,1.6109,1.0
5-Oct-2012,1.0263,0.1279,2.0224,1.2271,0.9763,472.76,6.34255,1797.915,5.7342,1.3002,51.6185,78.56,1113.3,0.281,3.053,0.8215,5.6864,0.3845,3.1353,3.64,3.75,1.2271,8.5942,6.6147,0.9318,30.552,6.404,3.6725,1.6188,1.0
9-Oct-2012,1.0229,0.1263,2.0313,1.2285,0.9788,474.47,6.3441,1795.4,5.7574,1.2953,52.375,78.3,1111.3,0.2808,3.0639999999999996,0.8193,5.7168,0.3845,3.1501,3.64,3.75,1.2285,8.75865,6.6516,0.9366,30.636,6.3934,3.6725,1.6015,1.0
10-Oct-2012,1.0228,0.1273,2.0337,1.2302,0.9787,474.01,6.3449,1798.32,5.7865,1.2889,53.0445,78.25,1110.6,0.2813,3.0780000000000003,0.8177,5.7402,0.3845,3.1695,3.64,3.75,1.2302,8.63415,6.6945,0.9409,30.724,6.4005,3.6725,1.6002,1.0
11-Oct-2012,1.028,0.1267,2.0378,1.2288,0.9782,475.02,6.3391,1799.78,5.774,1.2918,53.073,78.08,1114.3,0.2812,3.0755,0.8161,5.7149,0.3845,3.1819,3.64,3.75,1.2288,8.69865,6.7193,0.9357,30.737,6.4048,3.6725,1.6032,1.0
12-Oct-2012,1.0271,0.1279,2.0369,1.222,0.9799,472.8,6.3264,1797.68,5.7509,1.297,52.7,78.4,1115.4,0.2812,3.06,0.8178,5.7059,0.3845,3.1577,3.64,3.75,1.222,8.6081,6.6856,0.9324,30.651999999999997,6.4142,3.6725,1.6064,1.0
15-Oct-2012,1.0216,0.1261,2.0369,1.2228,0.9784,472.875,6.3112,1797.68,5.7506,1.2971,53.1198,78.49,1111.1,0.2811,3.062,0.8173,5.7127,0.3845,3.1565,3.64,3.75,1.2228,8.7955,6.7035,0.9329,30.736,6.417999999999999,3.6725,1.6055,1.0
16-Oct-2012,1.0264,0.1271,2.0382,1.2214,0.9854,472.95,6.3106,1797.68,5.7178,1.3046,52.8193,78.82,1112.1,0.28095,3.056,0.8157,5.6653,0.3845,3.1438,3.64,3.75,1.2214,8.69715,6.6441,0.9285,30.679000000000002,6.4155,3.6725,1.609,1.0
17-Oct-2012,1.0309,0.1276,2.0351,1.2188,0.9796,471.54,6.3028,1797.81,5.6854,1.3119999999999998,52.751000000000005,78.82,1107.1,0.2804,3.0439999999999996,0.8166,5.6372,0.3845,3.1261,3.64,3.75,1.2188,8.63925,6.5946,0.9221,30.619,6.3974,3.6725,1.6162,1.0
18-Oct-2012,1.0386,0.1276,2.0336,1.2183,0.9808,472.19,6.3021,1798.53,5.6863,1.3118,52.968999999999994,79.14,1105.0,0.2804,3.0405,0.8215,5.6236,0.3845,3.1314,3.64,3.75,1.2183,8.63885,6.5602,0.9224,30.623,6.3993,3.6725,1.6149,1.0
19-Oct-2012,1.0364,0.1277,2.0295,1.2202,0.9932,472.56,6.3052,1797.66,5.7223,1.3035,53.7175,79.35,1104.8,0.2804,3.05,0.8197,5.6647,0.3845,3.1499,3.64,3.75,1.2202,8.62285,6.5508,0.9262,30.691,6.4065,3.6725,1.6058,1.0
22-Oct-2012,1.0326,0.1275,2.0272,1.2209,0.9938,474.25,6.3071,1798.42,5.7099,1.3063,53.6735,79.32,1105.3,0.28085,3.0545,0.8188,5.6545,0.3845,3.147,3.64,3.75,1.2209,8.6267,6.5814,0.9259,30.741999999999997,6.3862,3.6725,1.6043,1.0
23-Oct-2012,1.0323,0.1265,2.0266,1.2218,0.9934,475.67,6.3078,1802.91,5.7352,1.3005,53.5895,79.99,1105.1,0.28085,3.0495,0.8179,5.7032,0.3845,3.1662,3.64,3.75,1.2218,8.7509,6.6086,0.9302,30.7535,6.3916,3.6725,1.5984,1.0
24-Oct-2012,1.0315,0.1266,2.0286,1.2233,0.9946,481.4,6.3081,1816.6,5.7636,1.2942,53.609750000000005,79.85,1102.3,0.28115,3.0585,0.812,5.7449,0.3845,3.1996,3.64,3.75,1.2233,8.76515,6.6719,0.9343,30.765,6.4083,3.6725,1.6006,1.0
25-Oct-2012,1.0363,0.1269,2.0263,1.2219,0.9942,481.78,6.3047,1823.245,5.7406,1.2993,53.63,80.1,1103.7,0.2811,3.0495,0.8196,5.7427,0.3845,3.1851,3.64,3.75,1.2219,8.6964,6.6699,0.9307,30.684,6.3975,3.6725,1.6138,1.0
26-Oct-2012,1.0313,0.1269,2.0261,1.2212,0.9990000000000001,478.87,6.301,1823.245,5.7787,1.2908,53.87375,80.24,1101.4,0.2811,3.053,0.8195,5.7852,0.3845,3.2119,3.64,3.75,1.2212,8.73005,6.7242,0.938,30.721999999999998,6.3842,3.6725,1.6102,1.0
29-Oct-2012,1.03455,0.127,2.0292000000000003,1.2212,0.9993000000000001,479.45,6.3006,1823.245,5.76005,1.2898,53.87375,79.66,1097.75,0.2811,3.053,0.8205,5.7347,0.3845,3.19625,3.64,3.75,1.2212,8.703075,6.6785499999999995,0.9333,30.7055,6.39175,3.6725,1.6054,1.0
30-Oct-2012,1.03455,0.127,2.0292000000000003,1.2212,0.9993000000000001,479.45,6.3006,1823.245,5.76005,1.2962,53.87375,79.5,1097.75,0.2811,3.053,0.8205,5.7347,0.3845,3.19625,3.64,3.75,1.2212,8.703075,6.6785499999999995,0.9333,30.7055,6.39175,3.6725,1.6062,1.0
31-Oct-2012,1.0378,0.1271,2.0323,1.2205,0.9996,480.03,6.3002,1829.89,5.7414,1.2993,54.1175,79.64,1094.1,0.28105,3.0565,0.8215,5.6842,0.3845,3.1806,3.64,3.75,1.2205,8.6761,6.6329,0.9286,30.689,6.3993,3.6725,1.6116,1.0
1-Nov-2012,1.0372,0.1272,2.0313,1.2208,0.998,480.59,6.3017,1831.25,5.7493,1.2975,53.7798,80.02,1090.6,0.28105,3.0523,0.8222,5.6805,0.3845,3.18855,3.64,3.75,1.2208,8.6786,6.6638,0.9312,30.713,6.4084,3.6725,1.6163,1.0
2-Nov-2012,1.0396,0.1269,2.0312,1.2214,0.9964,480.59,6.3045,1830.025,5.8051,1.285,53.6645,80.26,1090.9,0.28105,3.0515,0.8266,5.7047,0.3845,3.1965,3.64,3.75,1.2214,8.6593,6.6789,0.9367,30.728,6.4116,3.6725,1.6088,1.0
5-Nov-2012,1.0363,0.1262,2.0312,1.2248,0.9965,480.59,6.3082,1828.8,5.8378,1.2777,54.0778,80.48,1091.2,0.2817,3.0660000000000003,0.8247,5.7467,0.3845,3.2211,3.64,3.75,1.2248,8.7635,6.7088,0.9435,30.791999999999998,6.3867,3.6725,1.5976,1.0
6-Nov-2012,1.0429,0.1264,2.035,1.22315,0.9936,482.29,6.3078,1828.8,5.8283,1.28,54.5955,80.2,1091.7,0.28185,3.0615,0.8257,5.7203,0.3845,3.2223,3.64,3.75,1.22315,8.70955,6.6968,0.9427,30.804000000000002,6.3870000000000005,3.6725,1.5981,1.0
7-Nov-2012,1.0451,0.1269,2.0341,1.2215,0.9972,479.78,6.3067,1814.99,5.8523,1.2746,54.251999999999995,80.1,1091.5,0.28155,3.054,0.8275,5.7426,0.3845,3.2031,3.64,3.75,1.2215,8.65515,6.6791,0.9425,30.714000000000002,6.3913,3.6725,1.5996,1.0
8-Nov-2012,1.041,0.1265,2.033,1.2249,0.9986,479.63,6.306,1814.83,5.8567,1.2736,54.4403,79.96,1087.1,0.28195,3.0625,0.8182,5.7334,0.3845,3.2655,3.64,3.75,1.2249,8.6971,6.7006,0.946,30.704,6.4058,3.6725,1.595,1.0
9-Nov-2012,1.042,0.126,2.0357,1.2229999999999999,1.0006,478.19,6.3012,1814.21,5.8751,1.2694,54.34,79.53,1088.2,0.28202499999999997,3.0625,0.8152,5.7519,0.3845,3.2588,3.64,3.75,1.2229999999999999,8.71615,6.6991,0.9479,30.659000000000002,6.3967,3.6725,1.5945,1.0
12-Nov-2012,1.042,0.1263,2.0512,1.2227,1.0011,479.79,6.292000000000001,1816.99,5.8561,1.2735,54.934,79.48,1089.6,0.2821,3.0615,0.8146,5.7346,0.3845,3.2803,3.64,3.75,1.2227,8.724,6.7528,0.9483,30.633000000000003,6.3948,3.6725,1.5876,1.0
13-Nov-2012,1.0404,0.1257,2.0476,1.22235,1.0016,479.98,6.2891,1816.99,5.8737,1.2696,54.9465,79.62,1088.4,0.2822,3.0625,0.8176,5.7703,0.3845,3.2945,3.64,3.75,1.22235,8.7832,6.775,0.9477,30.675,6.3955,3.6725,1.5906,1.0
14-Nov-2012,1.0453,0.1253,2.0614,1.222,1.0018,483.69,6.2881,1816.99,5.8605,1.2726,54.9465,79.51,1090.3,0.28205,3.0635,0.8164,5.7536,0.3845,3.275,3.64,3.75,1.222,8.82885,6.7795,0.945,30.680999999999997,6.4049,3.6725,1.5869,1.0
15-Nov-2012,1.0369,0.1243,2.0629,1.2234,1.0023,484.26,6.2905,1816.99,5.8472,1.2756,54.958999999999996,80.21,1087.3,0.282125,3.06765,0.8103,5.7694,0.3845,3.2678,3.64,3.75,1.2234,8.9501,6.774,0.9429,30.709,6.4143,3.6725,1.5849,1.0
16-Nov-2012,1.0326,0.125,2.0629,1.228,1.0028,483.94,6.2945,1816.99,5.8521,1.2745,54.9915,81.13,1086.7,0.282125,3.0718,0.8092,5.7823,0.3845,3.2682,3.64,3.75,1.228,8.8872,6.7738,0.9459,30.753,6.4112,3.6725,1.5859,1.0
19-Nov-2012,1.0374,0.1252,2.0712,1.225,0.9964,484.48,6.2975,1823.46,5.8442,1.2762,54.9665,81.47,1089.3,0.2822,3.0639999999999996,0.8134,5.7761,0.3845,3.2503,3.64,3.75,1.225,8.8468,6.7837,0.9434,30.721999999999998,6.397,3.6725,1.5904,1.0
20-Nov-2012,1.041,0.1252,2.0745,1.2233,0.997,480.77,6.2926,1817.67,5.8226,1.2809,54.91,81.26,1086.9,0.28205,3.0575,0.8190000000000001,5.7264,0.3845,3.2333,3.64,3.75,1.2233,8.8568,6.7378,0.94,30.680999999999997,6.377999999999999,3.6725,1.5926,1.0
21-Nov-2012,1.0352,0.1243,2.0835,1.2269,0.998,478.92,6.2908,1815.58,5.8238,1.2805,55.2025,81.85,1083.0,0.28235,3.0675,0.8169,5.7212,0.3845,3.2287,3.64,3.75,1.2269,8.9765,6.7878,0.9398,30.715,6.3915,3.6725,1.5933,1.0
26-Nov-2012,1.0457,0.1253,2.0985,1.2229,0.9949,478.03,6.2884,1820.18,5.7529,1.2964,55.692,82.3,1086.3,0.28155,3.054,0.8238,5.6595,0.3845,3.1744,3.64,3.75,1.2229,8.8757,6.6321,0.9287,30.675,6.4088,3.6725,1.6017,1.0
27-Nov-2012,1.0486,0.1256,2.0985,1.2217,0.9936,480.9,6.2852,1824.12,5.7543,1.2961,55.7045,82.0,1084.9,0.28145,3.052,0.8231,5.6766,0.3845,3.1634,3.64,3.75,1.2217,8.8381,6.6256,0.9299,30.686999999999998,6.3808,3.6725,1.6029,1.0
28-Nov-2012,1.0458,0.1252,2.0752,1.2227,0.9929,481.05,6.2902,1823.54,5.7864,1.2891,55.45325,81.83,1084.1,0.28165,3.0525,0.8207,5.6951,0.3845,3.1799,3.64,3.75,1.2227,8.8646,6.6919,0.9326,30.704,6.4011,3.6725,1.5983,1.0
29-Nov-2012,1.0466,0.1261,2.0912,1.222,0.993,481.69,6.291,1820.7350000000001,5.7414,1.2994,55.202,82.18,1085.4,0.28165,3.0498,0.8235,5.6565,0.3845,3.1556,3.64,3.75,1.222,8.75875,6.6369,0.9272,30.724,6.4038,3.6725,1.6019,1.0
30-Nov-2012,1.0431,0.1257,2.0991,1.2209,0.9932,479.42,6.2892,1817.93,5.7446,1.2986,54.5265,82.45,1084.7,0.28165,3.0435,0.8229,5.68,0.3845,3.1585,3.64,3.75,1.2209,8.8194,6.6499,0.925,30.691,6.4004,3.6725,1.6057,1.0
3-Dec-2012,1.0414,0.1258,2.1074,1.2206,0.9928,480.39,6.2908,1813.72,5.7136,1.3057,54.56100000000001,82.35,1083.2,0.28135,3.0425,0.8205,5.6284,0.3845,3.1498,3.64,3.75,1.2206,8.83955,6.6541,0.9253,30.671,6.4066,3.6725,1.605,1.0
4-Dec-2012,1.0439,0.1259,2.1121,1.219,0.9927,481.28,6.2885,1813.73,5.6984,1.3092,54.9473,82.1,1083.5,0.2812,3.0425,0.8208,5.6114,0.3845,3.1575,3.64,3.75,1.219,8.82075,6.617000000000001,0.927,30.660999999999998,6.4322,3.6725,1.6122,1.0
5-Dec-2012,1.0477,0.1263,2.1077,1.2186,0.9912,481.05,6.2871,1813.57,5.7098,1.3065,54.568999999999996,82.25,1083.7,0.28105,3.0455,0.8237,5.6303,0.3845,3.1516,3.64,3.75,1.2186,8.7759,6.5941,0.9283,30.668999999999997,6.4345,3.6725,1.6114,1.0
6-Dec-2012,1.0463,0.1266,2.1046,1.22,0.991,480.18,6.2911,1811.05,5.7062,1.3072,54.465,82.42,1082.5,0.2813,3.0460000000000003,0.8289,5.612,0.3845,3.1538,3.64,3.75,1.22,8.73375,6.6092,0.9268,30.677,6.4194,3.6725,1.6107,1.0
7-Dec-2012,1.048,0.1266,2.0836,1.2209999999999999,0.9890000000000001,477.97,6.292999999999999,1803.69,5.7799,1.2905,54.2017,82.49,1082.7,0.2813,3.0516,0.8328,5.6804,0.3845,3.193,3.64,3.75,1.2209999999999999,8.7057,6.6610000000000005,0.9352,30.666999999999998,6.4146,3.6725,1.6024,1.0
